 t[sec]              X[m]			Y[m]            Vx[m/s]            Vy[m/s] 
3.810000E-10        2.495979E-03        8.460596E-03         -4.139905E+06        -3.499149E+06        
3.820000E-10        2.491819E-03        8.457126E-03         -4.159995E+06        -3.469996E+06        
3.830000E-10        2.487639E-03        8.453686E-03         -4.179879E+06        -3.440703E+06        
3.840000E-10        2.483439E-03        8.450274E-03         -4.199558E+06        -3.411270E+06        
3.850000E-10        2.479220E-03        8.446893E-03         -4.219028E+06        -3.381700E+06        
3.860000E-10        2.474982E-03        8.443541E-03         -4.238291E+06        -3.351994E+06        
3.870000E-10        2.470724E-03        8.440219E-03         -4.257345E+06        -3.322154E+06        
3.880000E-10        2.466448E-03        8.436926E-03         -4.276188E+06        -3.292180E+06        
3.890000E-10        2.462153E-03        8.433664E-03         -4.294820E+06        -3.262075E+06        
3.900000E-10        2.457840E-03        8.430432E-03         -4.313241E+06        -3.231839E+06        
3.910000E-10        2.453509E-03        8.427231E-03         -4.331448E+06        -3.201475E+06        
3.920000E-10        2.449159E-03        8.424060E-03         -4.349442E+06        -3.170983E+06        
3.930000E-10        2.444792E-03        8.420920E-03         -4.367221E+06        -3.140366E+06        
3.940000E-10        2.440407E-03        8.417810E-03         -4.384785E+06        -3.109625E+06        
3.950000E-10        2.436005E-03        8.414731E-03         -4.402132E+06        -3.078762E+06        
3.960000E-10        2.431586E-03        8.411683E-03         -4.419262E+06        -3.047777E+06        
3.970000E-10        2.427150E-03        8.408667E-03         -4.436174E+06        -3.016672E+06        
3.980000E-10        2.422697E-03        8.405681E-03         -4.452867E+06        -2.985450E+06        
3.990000E-10        2.418227E-03        8.402727E-03         -4.469340E+06        -2.954111E+06        
4.000000E-10        2.413742E-03        8.399805E-03         -4.485593E+06        -2.922657E+06        
4.010000E-10        2.409240E-03        8.396914E-03         -4.501624E+06        -2.891090E+06        
4.020000E-10        2.404723E-03        8.394054E-03         -4.517433E+06        -2.859410E+06        
4.030000E-10        2.400190E-03        8.391226E-03         -4.533019E+06        -2.827621E+06        
4.040000E-10        2.395641E-03        8.388431E-03         -4.548381E+06        -2.795723E+06        
4.050000E-10        2.391078E-03        8.385667E-03         -4.563519E+06        -2.763718E+06        
4.060000E-10        2.386499E-03        8.382935E-03         -4.578432E+06        -2.731607E+06        
4.070000E-10        2.381906E-03        8.380236E-03         -4.593119E+06        -2.699392E+06        
4.080000E-10        2.377299E-03        8.377569E-03         -4.607579E+06        -2.667075E+06        
4.090000E-10        2.372677E-03        8.374934E-03         -4.621812E+06        -2.634657E+06        
4.100000E-10        2.368041E-03        8.372332E-03         -4.635816E+06        -2.602140E+06        
4.110000E-10        2.363392E-03        8.369763E-03         -4.649592E+06        -2.569525E+06        
4.120000E-10        2.358728E-03        8.367226E-03         -4.663138E+06        -2.536814E+06        
4.130000E-10        2.354052E-03        8.364722E-03         -4.676454E+06        -2.504009E+06        
4.140000E-10        2.349362E-03        8.362251E-03         -4.689540E+06        -2.471112E+06        
4.150000E-10        2.344660E-03        8.359813E-03         -4.702394E+06        -2.438123E+06        
4.160000E-10        2.339945E-03        8.357408E-03         -4.715016E+06        -2.405045E+06        
4.170000E-10        2.335218E-03        8.355036E-03         -4.727405E+06        -2.371878E+06        
4.180000E-10        2.330478E-03        8.352697E-03         -4.739561E+06        -2.338626E+06        
4.190000E-10        2.325727E-03        8.350392E-03         -4.751483E+06        -2.305289E+06        
4.200000E-10        2.320963E-03        8.348120E-03         -4.763170E+06        -2.271869E+06        
4.210000E-10        2.316189E-03        8.345882E-03         -4.774622E+06        -2.238368E+06        
4.220000E-10        2.311403E-03        8.343677E-03         -4.785839E+06        -2.204787E+06        
4.230000E-10        2.306606E-03        8.341506E-03         -4.796820E+06        -2.171128E+06        
4.240000E-10        2.301799E-03        8.339368E-03         -4.807563E+06        -2.137393E+06        
4.250000E-10        2.296980E-03        8.337265E-03         -4.818070E+06        -2.103583E+06        
4.260000E-10        2.292152E-03        8.335195E-03         -4.828339E+06        -2.069701E+06        
4.270000E-10        2.287314E-03        8.333159E-03         -4.838369E+06        -2.035747E+06        
4.280000E-10        2.282466E-03        8.331157E-03         -4.848161E+06        -2.001723E+06        
4.290000E-10        2.277608E-03        8.329190E-03         -4.857713E+06        -1.967632E+06        
4.300000E-10        2.272741E-03        8.327256E-03         -4.867026E+06        -1.933474E+06        
4.310000E-10        2.267865E-03        8.325357E-03         -4.876099E+06        -1.899251E+06        
4.320000E-10        2.262980E-03        8.323492E-03         -4.884930E+06        -1.864966E+06        
4.330000E-10        2.258086E-03        8.321662E-03         -4.893521E+06        -1.830620E+06        
4.340000E-10        2.253184E-03        8.319865E-03         -4.901870E+06        -1.796214E+06        
4.350000E-10        2.248274E-03        8.318104E-03         -4.909978E+06        -1.761750E+06        
4.360000E-10        2.243357E-03        8.316376E-03         -4.917843E+06        -1.727230E+06        
4.370000E-10        2.238431E-03        8.314684E-03         -4.925465E+06        -1.692656E+06        
4.380000E-10        2.233498E-03        8.313026E-03         -4.932844E+06        -1.658029E+06        
4.390000E-10        2.228558E-03        8.311402E-03         -4.939980E+06        -1.623351E+06        
4.400000E-10        2.223611E-03        8.309814E-03         -4.946872E+06        -1.588623E+06        
4.410000E-10        2.218658E-03        8.308260E-03         -4.953520E+06        -1.553849E+06        
4.420000E-10        2.213698E-03        8.306741E-03         -4.959923E+06        -1.519028E+06        
4.430000E-10        2.208732E-03        8.305257E-03         -4.966082E+06        -1.484163E+06        
4.440000E-10        2.203760E-03        8.303807E-03         -4.971995E+06        -1.449256E+06        
4.450000E-10        2.198782E-03        8.302393E-03         -4.977663E+06        -1.414308E+06        
4.460000E-10        2.193799E-03        8.301014E-03         -4.983086E+06        -1.379321E+06        
4.470000E-10        2.188811E-03        8.299669E-03         -4.988262E+06        -1.344297E+06        
4.480000E-10        2.183818E-03        8.298360E-03         -4.993193E+06        -1.309238E+06        
4.490000E-10        2.178820E-03        8.297086E-03         -4.997877E+06        -1.274145E+06        
4.500000E-10        2.173818E-03        8.295847E-03         -5.002314E+06        -1.239019E+06        
4.510000E-10        2.168811E-03        8.294643E-03         -5.006504E+06        -1.203864E+06        
4.520000E-10        2.163801E-03        8.293474E-03         -5.010447E+06        -1.168679E+06        
4.530000E-10        2.158786E-03        8.292341E-03         -5.014143E+06        -1.133468E+06        
4.540000E-10        2.153769E-03        8.291243E-03         -5.017592E+06        -1.098232E+06        
4.550000E-10        2.148748E-03        8.290180E-03         -5.020793E+06        -1.062973E+06        
4.560000E-10        2.143724E-03        8.289152E-03         -5.023746E+06        -1.027692E+06        
4.570000E-10        2.138698E-03        8.288160E-03         -5.026451E+06        -9.923908E+05        
4.580000E-10        2.133669E-03        8.287203E-03         -5.028908E+06        -9.570717E+05        
4.590000E-10        2.128638E-03        8.286281E-03         -5.031117E+06        -9.217363E+05        
4.600000E-10        2.123605E-03        8.285395E-03         -5.033078E+06        -8.863861E+05        
4.610000E-10        2.118570E-03        8.284544E-03         -5.034790E+06        -8.510231E+05        
4.620000E-10        2.113534E-03        8.283728E-03         -5.036254E+06        -8.156489E+05        
4.630000E-10        2.108496E-03        8.282948E-03         -5.037469E+06        -7.802653E+05        
4.640000E-10        2.103458E-03        8.282203E-03         -5.038436E+06        -7.448741E+05        
4.650000E-10        2.098419E-03        8.281493E-03         -5.039154E+06        -7.094769E+05        
4.660000E-10        2.093379E-03        8.280819E-03         -5.039623E+06        -6.740756E+05        
4.670000E-10        2.088339E-03        8.280180E-03         -5.039843E+06        -6.386718E+05        
4.680000E-10        2.083299E-03        8.279577E-03         -5.039815E+06        -6.032674E+05        
4.690000E-10        2.078260E-03        8.279009E-03         -5.039538E+06        -5.678640E+05        
4.700000E-10        2.073221E-03        8.278477E-03         -5.039013E+06        -5.324635E+05        
4.710000E-10        2.068183E-03        8.277980E-03         -5.038238E+06        -4.970675E+05        
4.720000E-10        2.063145E-03        8.277518E-03         -5.037215E+06        -4.616779E+05        
4.730000E-10        2.058109E-03        8.277092E-03         -5.035944E+06        -4.262963E+05        
4.740000E-10        2.053075E-03        8.276701E-03         -5.034424E+06        -3.909245E+05        
4.750000E-10        2.048042E-03        8.276345E-03         -5.032655E+06        -3.555643E+05        
4.760000E-10        2.043012E-03        8.276025E-03         -5.030638E+06        -3.202173E+05        
4.770000E-10        2.037983E-03        8.275740E-03         -5.028373E+06        -2.848854E+05        
4.780000E-10        2.032958E-03        8.275491E-03         -5.025859E+06        -2.495703E+05        
4.790000E-10        2.027934E-03        8.275276E-03         -5.023098E+06        -2.142737E+05        
4.800000E-10        2.022914E-03        8.275097E-03         -5.020089E+06        -1.789974E+05        
4.810000E-10        2.017897E-03        8.274954E-03         -5.016832E+06        -1.437431E+05        
4.820000E-10        2.012884E-03        8.274845E-03         -5.013327E+06        -1.085126E+05        
4.830000E-10        2.007875E-03        8.274772E-03         -5.009575E+06        -7.330754E+04        
4.840000E-10        2.002869E-03        8.274734E-03         -5.005575E+06        -3.812971E+04        
4.850000E-10        1.997868E-03        8.274731E-03         -5.001329E+06        -2.980852E+03        
4.860000E-10        1.992871E-03        8.274763E-03         -4.996836E+06        3.213731E+04        
4.870000E-10        1.987879E-03        8.274830E-03         -4.992096E+06        6.722304E+04        
4.880000E-10        1.982892E-03        8.274932E-03         -4.987110E+06        1.022746E+05        
4.890000E-10        1.977910E-03        8.275070E-03         -4.981878E+06        1.372903E+05        
4.900000E-10        1.972933E-03        8.275242E-03         -4.976399E+06        1.722683E+05        
4.910000E-10        1.967963E-03        8.275449E-03         -4.970676E+06        2.072070E+05        
4.920000E-10        1.962998E-03        8.275691E-03         -4.964707E+06        2.421047E+05        
4.930000E-10        1.958039E-03        8.275968E-03         -4.958492E+06        2.769595E+05        
4.940000E-10        1.953087E-03        8.276280E-03         -4.952034E+06        3.117698E+05        
4.950000E-10        1.948142E-03        8.276627E-03         -4.945330E+06        3.465339E+05        
4.960000E-10        1.943204E-03        8.277008E-03         -4.938383E+06        3.812501E+05        
4.970000E-10        1.938273E-03        8.277424E-03         -4.931192E+06        4.159165E+05        
4.980000E-10        1.933349E-03        8.277874E-03         -4.923758E+06        4.505316E+05        
4.990000E-10        1.928433E-03        8.278359E-03         -4.916080E+06        4.850937E+05        
5.000000E-10        1.923525E-03        8.278879E-03         -4.908160E+06        5.196009E+05        
5.010000E-10        1.918625E-03        8.279433E-03         -4.899998E+06        5.540516E+05        
5.020000E-10        1.913733E-03        8.280021E-03         -4.891594E+06        5.884442E+05        
5.030000E-10        1.908850E-03        8.280644E-03         -4.882949E+06        6.227769E+05        
5.040000E-10        1.903976E-03        8.281301E-03         -4.874062E+06        6.570480E+05        
5.050000E-10        1.899111E-03        8.281992E-03         -4.864935E+06        6.912558E+05        
5.060000E-10        1.894255E-03        8.282718E-03         -4.855568E+06        7.253986E+05        
5.070000E-10        1.889409E-03        8.283477E-03         -4.845961E+06        7.594748E+05        
5.080000E-10        1.884573E-03        8.284271E-03         -4.836116E+06        7.934827E+05        
5.090000E-10        1.879747E-03        8.285098E-03         -4.826031E+06        8.274206E+05        
5.100000E-10        1.874932E-03        8.285960E-03         -4.815708E+06        8.612868E+05        
5.110000E-10        1.870126E-03        8.286855E-03         -4.805148E+06        8.950796E+05        
5.120000E-10        1.865332E-03        8.287783E-03         -4.794350E+06        9.287974E+05        
5.130000E-10        1.860549E-03        8.288746E-03         -4.783316E+06        9.624386E+05        
5.140000E-10        1.855777E-03        8.289742E-03         -4.772046E+06        9.960013E+05        
5.150000E-10        1.851016E-03        8.290771E-03         -4.760540E+06        1.029484E+06        
5.160000E-10        1.846267E-03        8.291834E-03         -4.748800E+06        1.062885E+06        
5.170000E-10        1.841531E-03        8.292930E-03         -4.736824E+06        1.096203E+06        
5.180000E-10        1.836806E-03        8.294060E-03         -4.724616E+06        1.129436E+06        
5.190000E-10        1.832094E-03        8.295222E-03         -4.712174E+06        1.162582E+06        
5.200000E-10        1.827394E-03        8.296418E-03         -4.699499E+06        1.195640E+06        
5.210000E-10        1.822708E-03        8.297647E-03         -4.686593E+06        1.228609E+06        
5.220000E-10        1.818034E-03        8.298908E-03         -4.673455E+06        1.261485E+06        
5.230000E-10        1.813374E-03        8.300202E-03         -4.660086E+06        1.294269E+06        
5.240000E-10        1.808728E-03        8.301529E-03         -4.646488E+06        1.326958E+06        
5.250000E-10        1.804095E-03        8.302889E-03         -4.632660E+06        1.359550E+06        
5.260000E-10        1.799476E-03        8.304281E-03         -4.618604E+06        1.392045E+06        
5.270000E-10        1.794872E-03        8.305705E-03         -4.604320E+06        1.424440E+06        
5.280000E-10        1.790282E-03        8.307162E-03         -4.589808E+06        1.456734E+06        
5.290000E-10        1.785707E-03        8.308651E-03         -4.575070E+06        1.488925E+06        
5.300000E-10        1.781147E-03        8.310172E-03         -4.560106E+06        1.521012E+06        
5.310000E-10        1.776602E-03        8.311725E-03         -4.544917E+06        1.552993E+06        
5.320000E-10        1.772073E-03        8.313310E-03         -4.529504E+06        1.584867E+06        
5.330000E-10        1.767559E-03        8.314927E-03         -4.513868E+06        1.616631E+06        
5.340000E-10        1.763061E-03        8.316575E-03         -4.498008E+06        1.648285E+06        
5.350000E-10        1.758579E-03        8.318255E-03         -4.481927E+06        1.679826E+06        
5.360000E-10        1.754113E-03        8.319966E-03         -4.465624E+06        1.711254E+06        
5.370000E-10        1.749664E-03        8.321709E-03         -4.449101E+06        1.742567E+06        
5.380000E-10        1.745232E-03        8.323482E-03         -4.432358E+06        1.773762E+06        
5.390000E-10        1.740816E-03        8.325287E-03         -4.415397E+06        1.804840E+06        
5.400000E-10        1.736418E-03        8.327123E-03         -4.398218E+06        1.835797E+06        
5.410000E-10        1.732037E-03        8.328990E-03         -4.380821E+06        1.866633E+06        
5.420000E-10        1.727674E-03        8.330887E-03         -4.363209E+06        1.897346E+06        
5.430000E-10        1.723329E-03        8.332815E-03         -4.345381E+06        1.927934E+06        
5.440000E-10        1.719001E-03        8.334773E-03         -4.327338E+06        1.958397E+06        
5.450000E-10        1.714692E-03        8.336762E-03         -4.309082E+06        1.988732E+06        
5.460000E-10        1.710402E-03        8.338781E-03         -4.290614E+06        2.018938E+06        
5.470000E-10        1.706130E-03        8.340830E-03         -4.271934E+06        2.049013E+06        
5.480000E-10        1.701877E-03        8.342909E-03         -4.253042E+06        2.078957E+06        
5.490000E-10        1.697643E-03        8.345018E-03         -4.233941E+06        2.108767E+06        
5.500000E-10        1.693428E-03        8.347156E-03         -4.214631E+06        2.138442E+06        
5.510000E-10        1.689233E-03        8.349324E-03         -4.195113E+06        2.167981E+06        
5.520000E-10        1.685058E-03        8.351521E-03         -4.175388E+06        2.197382E+06        
5.530000E-10        1.680902E-03        8.353748E-03         -4.155457E+06        2.226643E+06        
5.540000E-10        1.676767E-03        8.356004E-03         -4.135321E+06        2.255764E+06        
5.550000E-10        1.672652E-03        8.358289E-03         -4.114981E+06        2.284743E+06        
5.560000E-10        1.668558E-03        8.360602E-03         -4.094438E+06        2.313578E+06        
5.570000E-10        1.664484E-03        8.362944E-03         -4.073692E+06        2.342268E+06        
5.580000E-10        1.660431E-03        8.365315E-03         -4.052746E+06        2.370812E+06        
5.590000E-10        1.656399E-03        8.367714E-03         -4.031599E+06        2.399208E+06        
5.600000E-10        1.652389E-03        8.370142E-03         -4.010254E+06        2.427454E+06        
5.610000E-10        1.648401E-03        8.372597E-03         -3.988710E+06        2.455550E+06        
5.620000E-10        1.644434E-03        8.375081E-03         -3.966970E+06        2.483494E+06        
5.630000E-10        1.640489E-03        8.377592E-03         -3.945034E+06        2.511284E+06        
5.640000E-10        1.636566E-03        8.380131E-03         -3.922904E+06        2.538920E+06        
5.650000E-10        1.632665E-03        8.382698E-03         -3.900579E+06        2.566400E+06        
5.660000E-10        1.628787E-03        8.385291E-03         -3.878062E+06        2.593722E+06        
5.670000E-10        1.624932E-03        8.387912E-03         -3.855354E+06        2.620885E+06        
5.680000E-10        1.621099E-03        8.390560E-03         -3.832456E+06        2.647888E+06        
5.690000E-10        1.617290E-03        8.393235E-03         -3.809368E+06        2.674729E+06        
5.700000E-10        1.613504E-03        8.395936E-03         -3.786093E+06        2.701408E+06        
5.710000E-10        1.609741E-03        8.398664E-03         -3.762630E+06        2.727922E+06        
5.720000E-10        1.606002E-03        8.401418E-03         -3.738982E+06        2.754271E+06        
5.730000E-10        1.602287E-03        8.404199E-03         -3.715150E+06        2.780453E+06        
5.740000E-10        1.598596E-03        8.407005E-03         -3.691134E+06        2.806467E+06        
5.750000E-10        1.594929E-03        8.409838E-03         -3.666935E+06        2.832312E+06        
5.760000E-10        1.591286E-03        8.412696E-03         -3.642556E+06        2.857986E+06        
5.770000E-10        1.587668E-03        8.415579E-03         -3.617997E+06        2.883488E+06        
5.780000E-10        1.584075E-03        8.418488E-03         -3.593260E+06        2.908817E+06        
5.790000E-10        1.580507E-03        8.421422E-03         -3.568345E+06        2.933972E+06        
5.800000E-10        1.576963E-03        8.424381E-03         -3.543254E+06        2.958951E+06        
5.810000E-10        1.573445E-03        8.427365E-03         -3.517989E+06        2.983753E+06        
5.820000E-10        1.569953E-03        8.430373E-03         -3.492549E+06        3.008377E+06        
5.830000E-10        1.566486E-03        8.433406E-03         -3.466938E+06        3.032822E+06        
5.840000E-10        1.563045E-03        8.436463E-03         -3.441155E+06        3.057086E+06        
5.850000E-10        1.559630E-03        8.439544E-03         -3.415202E+06        3.081168E+06        
5.860000E-10        1.556241E-03        8.442649E-03         -3.389081E+06        3.105068E+06        
5.870000E-10        1.552878E-03        8.445778E-03         -3.362792E+06        3.128783E+06        
5.880000E-10        1.549541E-03        8.448930E-03         -3.336338E+06        3.152313E+06        
5.890000E-10        1.546232E-03        8.452106E-03         -3.309719E+06        3.175657E+06        
5.900000E-10        1.542949E-03        8.455305E-03         -3.282937E+06        3.198813E+06        
5.910000E-10        1.539693E-03        8.458526E-03         -3.255992E+06        3.221781E+06        
5.920000E-10        1.536464E-03        8.461771E-03         -3.228887E+06        3.244559E+06        
5.930000E-10        1.533262E-03        8.465038E-03         -3.201623E+06        3.267145E+06        
5.940000E-10        1.530088E-03        8.468328E-03         -3.174200E+06        3.289540E+06        
5.950000E-10        1.526941E-03        8.471639E-03         -3.146621E+06        3.311741E+06        
5.960000E-10        1.523823E-03        8.474973E-03         -3.118887E+06        3.333748E+06        
5.970000E-10        1.520732E-03        8.478329E-03         -3.090998E+06        3.355560E+06        
5.980000E-10        1.517669E-03        8.481706E-03         -3.062957E+06        3.377175E+06        
5.990000E-10        1.514634E-03        8.485105E-03         -3.034765E+06        3.398593E+06        
6.000000E-10        1.511627E-03        8.488524E-03         -3.006424E+06        3.419812E+06        
6.010000E-10        1.508649E-03        8.491965E-03         -2.977933E+06        3.440831E+06        
6.020000E-10        1.505700E-03        8.495427E-03         -2.949296E+06        3.461650E+06        
6.030000E-10        1.502780E-03        8.498909E-03         -2.920514E+06        3.482267E+06        
6.040000E-10        1.499888E-03        8.502412E-03         -2.891587E+06        3.502682E+06        
6.050000E-10        1.497026E-03        8.505935E-03         -2.862517E+06        3.522893E+06        
6.060000E-10        1.494192E-03        8.509478E-03         -2.833307E+06        3.542899E+06        
6.070000E-10        1.491388E-03        8.513040E-03         -2.803956E+06        3.562699E+06        
6.080000E-10        1.488614E-03        8.516623E-03         -2.774467E+06        3.582293E+06        
6.090000E-10        1.485869E-03        8.520224E-03         -2.744841E+06        3.601679E+06        
6.100000E-10        1.483154E-03        8.523845E-03         -2.715080E+06        3.620856E+06        
6.110000E-10        1.480469E-03        8.527485E-03         -2.685184E+06        3.639824E+06        
6.120000E-10        1.477814E-03        8.531144E-03         -2.655157E+06        3.658581E+06        
6.130000E-10        1.475189E-03        8.534821E-03         -2.624998E+06        3.677127E+06        
6.140000E-10        1.472594E-03        8.538516E-03         -2.594709E+06        3.695461E+06        
6.150000E-10        1.470030E-03        8.542230E-03         -2.564293E+06        3.713581E+06        
6.160000E-10        1.467496E-03        8.545961E-03         -2.533750E+06        3.731488E+06        
6.170000E-10        1.464993E-03        8.549710E-03         -2.503082E+06        3.749179E+06        
6.180000E-10        1.462520E-03        8.553477E-03         -2.472290E+06        3.766654E+06        
6.190000E-10        1.460079E-03        8.557261E-03         -2.441376E+06        3.783913E+06        
6.200000E-10        1.457669E-03        8.561062E-03         -2.410342E+06        3.800954E+06        
6.210000E-10        1.455290E-03        8.564880E-03         -2.379189E+06        3.817777E+06        
6.220000E-10        1.452942E-03        8.568714E-03         -2.347919E+06        3.834380E+06        
6.230000E-10        1.450625E-03        8.572565E-03         -2.316532E+06        3.850763E+06        
6.240000E-10        1.448340E-03        8.576432E-03         -2.285032E+06        3.866926E+06        
6.250000E-10        1.446087E-03        8.580315E-03         -2.253418E+06        3.882866E+06        
6.260000E-10        1.443865E-03        8.584213E-03         -2.221694E+06        3.898585E+06        
6.270000E-10        1.441675E-03        8.588127E-03         -2.189859E+06        3.914080E+06        
6.280000E-10        1.439517E-03        8.592057E-03         -2.157917E+06        3.929351E+06        
6.290000E-10        1.437391E-03        8.596001E-03         -2.125868E+06        3.944397E+06        
6.300000E-10        1.435298E-03        8.599960E-03         -2.093714E+06        3.959217E+06        
6.310000E-10        1.433236E-03        8.603934E-03         -2.061457E+06        3.973812E+06        
6.320000E-10        1.431207E-03        8.607922E-03         -2.029098E+06        3.988179E+06        
6.330000E-10        1.429210E-03        8.611925E-03         -1.996639E+06        4.002319E+06        
6.340000E-10        1.427246E-03        8.615941E-03         -1.964082E+06        4.016230E+06        
6.350000E-10        1.425315E-03        8.619971E-03         -1.931428E+06        4.029913E+06        
6.360000E-10        1.423416E-03        8.624014E-03         -1.898678E+06        4.043365E+06        
6.370000E-10        1.421550E-03        8.628071E-03         -1.865834E+06        4.056587E+06        
6.380000E-10        1.419717E-03        8.632140E-03         -1.832899E+06        4.069579E+06        
6.390000E-10        1.417918E-03        8.636223E-03         -1.799873E+06        4.082338E+06        
6.400000E-10        1.416151E-03        8.640317E-03         -1.766758E+06        4.094865E+06        
6.410000E-10        1.414417E-03        8.644425E-03         -1.733556E+06        4.107159E+06        
6.420000E-10        1.412717E-03        8.648544E-03         -1.700269E+06        4.119220E+06        
6.430000E-10        1.411050E-03        8.652675E-03         -1.666897E+06        4.131047E+06        
6.440000E-10        1.409417E-03        8.656817E-03         -1.633444E+06        4.142638E+06        
6.450000E-10        1.407817E-03        8.660971E-03         -1.599909E+06        4.153995E+06        
6.460000E-10        1.406250E-03        8.665137E-03         -1.566296E+06        4.165115E+06        
6.470000E-10        1.404718E-03        8.669313E-03         -1.532606E+06        4.176000E+06        
6.480000E-10        1.403219E-03        8.673499E-03         -1.498839E+06        4.186647E+06        
6.490000E-10        1.401754E-03        8.677696E-03         -1.464999E+06        4.197057E+06        
6.500000E-10        1.400323E-03        8.681904E-03         -1.431087E+06        4.207228E+06        
6.510000E-10        1.398926E-03        8.686121E-03         -1.397104E+06        4.217162E+06        
6.520000E-10        1.397563E-03        8.690348E-03         -1.363052E+06        4.226856E+06        
6.530000E-10        1.396234E-03        8.694584E-03         -1.328933E+06        4.236311E+06        
6.540000E-10        1.394939E-03        8.698829E-03         -1.294748E+06        4.245526E+06        
6.550000E-10        1.393679E-03        8.703084E-03         -1.260499E+06        4.254500E+06        
6.560000E-10        1.392452E-03        8.707347E-03         -1.226188E+06        4.263234E+06        
6.570000E-10        1.391261E-03        8.711619E-03         -1.191817E+06        4.271727E+06        
6.580000E-10        1.390103E-03        8.715899E-03         -1.157386E+06        4.279978E+06        
6.590000E-10        1.388980E-03        8.720187E-03         -1.122899E+06        4.287986E+06        
6.600000E-10        1.387892E-03        8.724483E-03         -1.088356E+06        4.295753E+06        
6.610000E-10        1.386838E-03        8.728786E-03         -1.053760E+06        4.303276E+06        
6.620000E-10        1.385819E-03        8.733096E-03         -1.019111E+06        4.310556E+06        
6.630000E-10        1.384835E-03        8.737414E-03         -9.844125E+05        4.317593E+06        
6.640000E-10        1.383885E-03        8.741738E-03         -9.496652E+05        4.324386E+06        
6.650000E-10        1.382970E-03        8.746069E-03         -9.148710E+05        4.330934E+06        
6.660000E-10        1.382090E-03        8.750407E-03         -8.800316E+05        4.337238E+06        
6.670000E-10        1.381245E-03        8.754750E-03         -8.451489E+05        4.343297E+06        
6.680000E-10        1.380435E-03        8.759099E-03         -8.102244E+05        4.349110E+06        
6.690000E-10        1.379659E-03        8.763454E-03         -7.752599E+05        4.354679E+06        
6.700000E-10        1.378919E-03        8.767814E-03         -7.402572E+05        4.360001E+06        
6.710000E-10        1.378214E-03        8.772179E-03         -7.052180E+05        4.365078E+06        
6.720000E-10        1.377544E-03        8.776549E-03         -6.701440E+05        4.369908E+06        
6.730000E-10        1.376909E-03        8.780923E-03         -6.350369E+05        4.374491E+06        
6.740000E-10        1.376309E-03        8.785302E-03         -5.998984E+05        4.378828E+06        
6.750000E-10        1.375744E-03        8.789685E-03         -5.647304E+05        4.382918E+06        
6.760000E-10        1.375215E-03        8.794072E-03         -5.295345E+05        4.386761E+06        
6.770000E-10        1.374720E-03        8.798462E-03         -4.943125E+05        4.390356E+06        
6.780000E-10        1.374261E-03        8.802856E-03         -4.590661E+05        4.393704E+06        
6.790000E-10        1.373837E-03        8.807252E-03         -4.237970E+05        4.396804E+06        
6.800000E-10        1.373449E-03        8.811652E-03         -3.885071E+05        4.399657E+06        
6.810000E-10        1.373096E-03        8.816054E-03         -3.531980E+05        4.402261E+06        
6.820000E-10        1.372778E-03        8.820459E-03         -3.178714E+05        4.404617E+06        
6.830000E-10        1.372495E-03        8.824866E-03         -2.825292E+05        4.406726E+06        
6.840000E-10        1.372248E-03        8.829274E-03         -2.471730E+05        4.408585E+06        
6.850000E-10        1.372036E-03        8.833684E-03         -2.118046E+05        4.410197E+06        
6.860000E-10        1.371860E-03        8.838096E-03         -1.764258E+05        4.411559E+06        
6.870000E-10        1.371719E-03        8.842509E-03         -1.410383E+05        4.412673E+06        
6.880000E-10        1.371613E-03        8.846922E-03         -1.056439E+05        4.413539E+06        
6.890000E-10        1.371543E-03        8.851336E-03         -7.024422E+04        4.414156E+06        
6.900000E-10        1.371508E-03        8.855751E-03         -3.484110E+04        4.414524E+06        
6.910000E-10        1.371509E-03        8.860166E-03         5.637363E+02        4.414644E+06        
6.920000E-10        1.371545E-03        8.864580E-03         3.596853E+04        4.414514E+06        
6.930000E-10        1.371616E-03        8.868994E-03         7.137154E+04        4.414136E+06        
6.940000E-10        1.371723E-03        8.873408E-03         1.067710E+05        4.413510E+06        
6.950000E-10        1.371865E-03        8.877820E-03         1.421652E+05        4.412635E+06        
6.960000E-10        1.372043E-03        8.882232E-03         1.775524E+05        4.411511E+06        
6.970000E-10        1.372256E-03        8.886642E-03         2.129308E+05        4.410138E+06        
6.980000E-10        1.372504E-03        8.891051E-03         2.482987E+05        4.408517E+06        
6.990000E-10        1.372787E-03        8.895457E-03         2.836543E+05        4.406648E+06        
7.000000E-10        1.373106E-03        8.899862E-03         3.189960E+05        4.404530E+06        
7.010000E-10        1.373461E-03        8.904264E-03         3.543218E+05        4.402164E+06        
7.020000E-10        1.373850E-03        8.908663E-03         3.896302E+05        4.399550E+06        
7.030000E-10        1.374275E-03        8.913060E-03         4.249193E+05        4.396688E+06        
7.040000E-10        1.374736E-03        8.917454E-03         4.601875E+05        4.393578E+06        
7.050000E-10        1.375231E-03        8.921844E-03         4.954329E+05        4.390220E+06        
7.060000E-10        1.375762E-03        8.926231E-03         5.306539E+05        4.386615E+06        
7.070000E-10        1.376327E-03        8.930613E-03         5.658487E+05        4.382763E+06        
7.080000E-10        1.376928E-03        8.934992E-03         6.010155E+05        4.378663E+06        
7.090000E-10        1.377565E-03        8.939366E-03         6.361527E+05        4.374316E+06        
7.100000E-10        1.378236E-03        8.943736E-03         6.712585E+05        4.369723E+06        
