 t[sec]              X[m]			Y[m]            Vx[m/s]            Vy[m/s] 
2.000000E-12        1.741103E-03        -2.680492E-03         4.998469E+06        1.756163E+04        
3.000000E-12        1.746106E-03        -2.680510E-03         5.002860E+06        -1.756923E+04        
4.000000E-12        1.751113E-03        -2.680562E-03         5.007004E+06        -5.273006E+04        
5.000000E-12        1.756124E-03        -2.680650E-03         5.010901E+06        -8.791914E+04        
6.000000E-12        1.761139E-03        -2.680773E-03         5.014550E+06        -1.231347E+05        
7.000000E-12        1.766156E-03        -2.680932E-03         5.017952E+06        -1.583751E+05        
8.000000E-12        1.771178E-03        -2.681125E-03         5.021106E+06        -1.936385E+05        
9.000000E-12        1.776202E-03        -2.681354E-03         5.024013E+06        -2.289231E+05        
1.000000E-11        1.781228E-03        -2.681619E-03         5.026671E+06        -2.642274E+05        
1.100000E-11        1.786257E-03        -2.681918E-03         5.029082E+06        -2.995494E+05        
1.200000E-11        1.791289E-03        -2.682253E-03         5.031244E+06        -3.348875E+05        
1.300000E-11        1.796322E-03        -2.682623E-03         5.033158E+06        -3.702399E+05        
1.400000E-11        1.801357E-03        -2.683029E-03         5.034823E+06        -4.056048E+05        
1.500000E-11        1.806393E-03        -2.683470E-03         5.036241E+06        -4.409807E+05        
1.600000E-11        1.811430E-03        -2.683946E-03         5.037409E+06        -4.763655E+05        
1.700000E-11        1.816469E-03        -2.684458E-03         5.038329E+06        -5.117578E+05        
1.800000E-11        1.821508E-03        -2.685005E-03         5.039000E+06        -5.471556E+05        
1.900000E-11        1.826547E-03        -2.685588E-03         5.039423E+06        -5.825572E+05        
2.000000E-11        1.831587E-03        -2.686206E-03         5.039596E+06        -6.179610E+05        
2.100000E-11        1.836626E-03        -2.686859E-03         5.039522E+06        -6.533651E+05        
2.200000E-11        1.841665E-03        -2.687548E-03         5.039198E+06        -6.887678E+05        
2.300000E-11        1.846704E-03        -2.688272E-03         5.038626E+06        -7.241673E+05        
2.400000E-11        1.851742E-03        -2.689032E-03         5.037805E+06        -7.595620E+05        
2.500000E-11        1.856778E-03        -2.689826E-03         5.036735E+06        -7.949500E+05        
2.600000E-11        1.861814E-03        -2.690657E-03         5.035417E+06        -8.303296E+05        
2.700000E-11        1.866848E-03        -2.691523E-03         5.033850E+06        -8.656991E+05        
2.800000E-11        1.871880E-03        -2.692424E-03         5.032035E+06        -9.010567E+05        
2.900000E-11        1.876910E-03        -2.693360E-03         5.029971E+06        -9.364007E+05        
3.000000E-11        1.881937E-03        -2.694332E-03         5.027660E+06        -9.717293E+05        
3.100000E-11        1.886963E-03        -2.695339E-03         5.025100E+06        -1.007041E+06        
3.200000E-11        1.891985E-03        -2.696381E-03         5.022292E+06        -1.042334E+06        
3.300000E-11        1.897004E-03        -2.697459E-03         5.019236E+06        -1.077606E+06        
3.400000E-11        1.902020E-03        -2.698572E-03         5.015933E+06        -1.112855E+06        
3.500000E-11        1.907032E-03        -2.699720E-03         5.012382E+06        -1.148081E+06        
3.600000E-11        1.912041E-03        -2.700903E-03         5.008583E+06        -1.183281E+06        
3.700000E-11        1.917045E-03        -2.702121E-03         5.004537E+06        -1.218453E+06        
3.800000E-11        1.922046E-03        -2.703375E-03         5.000245E+06        -1.253596E+06        
3.900000E-11        1.927041E-03        -2.704664E-03         4.995706E+06        -1.288708E+06        
4.000000E-11        1.932032E-03        -2.705987E-03         4.990920E+06        -1.323787E+06        
4.100000E-11        1.937018E-03        -2.707346E-03         4.985887E+06        -1.358832E+06        
4.200000E-11        1.941999E-03        -2.708740E-03         4.980609E+06        -1.393840E+06        
4.300000E-11        1.946974E-03        -2.710169E-03         4.975085E+06        -1.428811E+06        
4.400000E-11        1.951943E-03        -2.711633E-03         4.969315E+06        -1.463742E+06        
4.500000E-11        1.956907E-03        -2.713131E-03         4.963300E+06        -1.498631E+06        
4.600000E-11        1.961864E-03        -2.714665E-03         4.957040E+06        -1.533478E+06        
4.700000E-11        1.966814E-03        -2.716233E-03         4.950536E+06        -1.568279E+06        
4.800000E-11        1.971758E-03        -2.717836E-03         4.943787E+06        -1.603034E+06        
4.900000E-11        1.976695E-03        -2.719474E-03         4.936794E+06        -1.637741E+06        
5.000000E-11        1.981624E-03        -2.721146E-03         4.929558E+06        -1.672398E+06        
5.100000E-11        1.986546E-03        -2.722853E-03         4.922078E+06        -1.707003E+06        
5.200000E-11        1.991461E-03        -2.724595E-03         4.914355E+06        -1.741554E+06        
5.300000E-11        1.996367E-03        -2.726371E-03         4.906390E+06        -1.776051E+06        
5.400000E-11        2.001265E-03        -2.728181E-03         4.898183E+06        -1.810491E+06        
5.500000E-11        2.006155E-03        -2.730026E-03         4.889734E+06        -1.844872E+06        
5.600000E-11        2.011036E-03        -2.731905E-03         4.881043E+06        -1.879193E+06        
5.700000E-11        2.015908E-03        -2.733819E-03         4.872112E+06        -1.913452E+06        
5.800000E-11        2.020771E-03        -2.735766E-03         4.862940E+06        -1.947647E+06        
5.900000E-11        2.025625E-03        -2.737748E-03         4.853528E+06        -1.981778E+06        
6.000000E-11        2.030468E-03        -2.739764E-03         4.843877E+06        -2.015841E+06        
6.100000E-11        2.035302E-03        -2.741814E-03         4.833986E+06        -2.049836E+06        
6.200000E-11        2.040126E-03        -2.743898E-03         4.823858E+06        -2.083760E+06        
6.300000E-11        2.044940E-03        -2.746015E-03         4.813490E+06        -2.117612E+06        
6.400000E-11        2.049743E-03        -2.748167E-03         4.802886E+06        -2.151391E+06        
6.500000E-11        2.054535E-03        -2.750352E-03         4.792044E+06        -2.185094E+06        
6.600000E-11        2.059316E-03        -2.752571E-03         4.780966E+06        -2.218721E+06        
6.700000E-11        2.064085E-03        -2.754823E-03         4.769652E+06        -2.252268E+06        
6.800000E-11        2.068843E-03        -2.757109E-03         4.758102E+06        -2.285736E+06        
6.900000E-11        2.073590E-03        -2.759428E-03         4.746318E+06        -2.319121E+06        
7.000000E-11        2.078324E-03        -2.761780E-03         4.734300E+06        -2.352423E+06        
7.100000E-11        2.083046E-03        -2.764166E-03         4.722047E+06        -2.385639E+06        
7.200000E-11        2.087756E-03        -2.766584E-03         4.709562E+06        -2.418769E+06        
7.300000E-11        2.092453E-03        -2.769036E-03         4.696844E+06        -2.451810E+06        
7.400000E-11        2.097136E-03        -2.771521E-03         4.683895E+06        -2.484761E+06        
7.500000E-11        2.101807E-03        -2.774039E-03         4.670714E+06        -2.517620E+06        
7.600000E-11        2.106464E-03        -2.776589E-03         4.657303E+06        -2.550386E+06        
7.700000E-11        2.111108E-03        -2.779172E-03         4.643662E+06        -2.583057E+06        
7.800000E-11        2.115738E-03        -2.781788E-03         4.629792E+06        -2.615631E+06        
7.900000E-11        2.120354E-03        -2.784436E-03         4.615693E+06        -2.648107E+06        
8.000000E-11        2.124955E-03        -2.787116E-03         4.601366E+06        -2.680483E+06        
8.100000E-11        2.129542E-03        -2.789829E-03         4.586813E+06        -2.712757E+06        
8.200000E-11        2.134114E-03        -2.792574E-03         4.572033E+06        -2.744929E+06        
8.300000E-11        2.138671E-03        -2.795351E-03         4.557027E+06        -2.776996E+06        
8.400000E-11        2.143213E-03        -2.798160E-03         4.541796E+06        -2.808956E+06        
8.500000E-11        2.147739E-03        -2.801001E-03         4.526342E+06        -2.840809E+06        
8.600000E-11        2.152250E-03        -2.803873E-03         4.510664E+06        -2.872553E+06        
8.700000E-11        2.156744E-03        -2.806778E-03         4.494763E+06        -2.904185E+06        
8.800000E-11        2.161223E-03        -2.809713E-03         4.478640E+06        -2.935706E+06        
8.900000E-11        2.165685E-03        -2.812680E-03         4.462297E+06        -2.967112E+06        
9.000000E-11        2.170131E-03        -2.815679E-03         4.445733E+06        -2.998402E+06        
9.100000E-11        2.174560E-03        -2.818708E-03         4.428950E+06        -3.029576E+06        
9.200000E-11        2.178972E-03        -2.821769E-03         4.411948E+06        -3.060630E+06        
9.300000E-11        2.183367E-03        -2.824861E-03         4.394728E+06        -3.091565E+06        
9.400000E-11        2.187744E-03        -2.827983E-03         4.377292E+06        -3.122378E+06        
9.500000E-11        2.192104E-03        -2.831136E-03         4.359640E+06        -3.153067E+06        
9.600000E-11        2.196445E-03        -2.834320E-03         4.341772E+06        -3.183632E+06        
9.700000E-11        2.200769E-03        -2.837534E-03         4.323690E+06        -3.214070E+06        
9.800000E-11        2.205074E-03        -2.840778E-03         4.305395E+06        -3.244381E+06        
9.900000E-11        2.209361E-03        -2.844053E-03         4.286887E+06        -3.274562E+06        
1.000000E-10        2.213630E-03        -2.847357E-03         4.268168E+06        -3.304613E+06        
1.010000E-10        2.217879E-03        -2.850692E-03         4.249238E+06        -3.334531E+06        
1.020000E-10        2.222109E-03        -2.854056E-03         4.230098E+06        -3.364316E+06        
1.030000E-10        2.226320E-03        -2.857450E-03         4.210749E+06        -3.393965E+06        
1.040000E-10        2.230511E-03        -2.860873E-03         4.191193E+06        -3.423478E+06        
1.050000E-10        2.234682E-03        -2.864326E-03         4.171430E+06        -3.452853E+06        
1.060000E-10        2.238834E-03        -2.867808E-03         4.151461E+06        -3.482088E+06        
1.070000E-10        2.242965E-03        -2.871320E-03         4.131287E+06        -3.511182E+06        
1.080000E-10        2.247076E-03        -2.874860E-03         4.110909E+06        -3.540134E+06        
1.090000E-10        2.251166E-03        -2.878429E-03         4.090328E+06        -3.568942E+06        
1.100000E-10        2.255236E-03        -2.882026E-03         4.069546E+06        -3.597604E+06        
1.110000E-10        2.259284E-03        -2.885652E-03         4.048562E+06        -3.626120E+06        
1.120000E-10        2.263312E-03        -2.889307E-03         4.027379E+06        -3.654488E+06        
1.130000E-10        2.267318E-03        -2.892990E-03         4.005997E+06        -3.682706E+06        
1.140000E-10        2.271302E-03        -2.896700E-03         3.984417E+06        -3.710773E+06        
1.150000E-10        2.275265E-03        -2.900439E-03         3.962641E+06        -3.738688E+06        
1.160000E-10        2.279205E-03        -2.904206E-03         3.940669E+06        -3.766449E+06        
1.170000E-10        2.283124E-03        -2.908000E-03         3.918503E+06        -3.794056E+06        
1.180000E-10        2.287020E-03        -2.911821E-03         3.896143E+06        -3.821506E+06        
1.190000E-10        2.290894E-03        -2.915670E-03         3.873591E+06        -3.848798E+06        
1.200000E-10        2.294745E-03        -2.919546E-03         3.850848E+06        -3.875931E+06        
1.210000E-10        2.298572E-03        -2.923449E-03         3.827914E+06        -3.902903E+06        
1.220000E-10        2.302377E-03        -2.927378E-03         3.804792E+06        -3.929714E+06        
1.230000E-10        2.306159E-03        -2.931335E-03         3.781482E+06        -3.956362E+06        
1.240000E-10        2.309917E-03        -2.935318E-03         3.757985E+06        -3.982845E+06        
1.250000E-10        2.313651E-03        -2.939327E-03         3.734303E+06        -4.009162E+06        
1.260000E-10        2.317361E-03        -2.943362E-03         3.710437E+06        -4.035313E+06        
1.270000E-10        2.321048E-03        -2.947423E-03         3.686387E+06        -4.061295E+06        
1.280000E-10        2.324710E-03        -2.951511E-03         3.662156E+06        -4.087108E+06        
1.290000E-10        2.328348E-03        -2.955623E-03         3.637744E+06        -4.112750E+06        
1.300000E-10        2.331961E-03        -2.959761E-03         3.613152E+06        -4.138219E+06        
1.310000E-10        2.335549E-03        -2.963925E-03         3.588382E+06        -4.163515E+06        
1.320000E-10        2.339113E-03        -2.968114E-03         3.563435E+06        -4.188637E+06        
1.330000E-10        2.342651E-03        -2.972327E-03         3.538312E+06        -4.213583E+06        
1.340000E-10        2.346164E-03        -2.976566E-03         3.513014E+06        -4.238351E+06        
1.350000E-10        2.349652E-03        -2.980829E-03         3.487543E+06        -4.262942E+06        
1.360000E-10        2.353113E-03        -2.985116E-03         3.461900E+06        -4.287352E+06        
1.370000E-10        2.356550E-03        -2.989427E-03         3.436086E+06        -4.311582E+06        
1.380000E-10        2.359960E-03        -2.993763E-03         3.410102E+06        -4.335630E+06        
1.390000E-10        2.363344E-03        -2.998123E-03         3.383950E+06        -4.359495E+06        
1.400000E-10        2.366701E-03        -3.002506E-03         3.357631E+06        -4.383176E+06        
1.410000E-10        2.370032E-03        -3.006912E-03         3.331147E+06        -4.406671E+06        
1.420000E-10        2.373337E-03        -3.011342E-03         3.304498E+06        -4.429979E+06        
1.430000E-10        2.376615E-03        -3.015796E-03         3.277686E+06        -4.453100E+06        
1.440000E-10        2.379865E-03        -3.020272E-03         3.250712E+06        -4.476032E+06        
1.450000E-10        2.383089E-03        -3.024770E-03         3.223578E+06        -4.498774E+06        
1.460000E-10        2.386285E-03        -3.029292E-03         3.196284E+06        -4.521324E+06        
1.470000E-10        2.389454E-03        -3.033835E-03         3.168833E+06        -4.543682E+06        
1.480000E-10        2.392595E-03        -3.038401E-03         3.141225E+06        -4.565847E+06        
1.490000E-10        2.395709E-03        -3.042989E-03         3.113463E+06        -4.587817E+06        
1.500000E-10        2.398794E-03        -3.047599E-03         3.085547E+06        -4.609592E+06        
1.510000E-10        2.401852E-03        -3.052230E-03         3.057478E+06        -4.631170E+06        
1.520000E-10        2.404881E-03        -3.056882E-03         3.029259E+06        -4.652551E+06        
1.530000E-10        2.407882E-03        -3.061556E-03         3.000890E+06        -4.673732E+06        
1.540000E-10        2.410854E-03        -3.066251E-03         2.972373E+06        -4.694714E+06        
1.550000E-10        2.413798E-03        -3.070966E-03         2.943709E+06        -4.715495E+06        
1.560000E-10        2.416713E-03        -3.075702E-03         2.914900E+06        -4.736074E+06        
1.570000E-10        2.419599E-03        -3.080459E-03         2.885947E+06        -4.756450E+06        
1.580000E-10        2.422456E-03        -3.085235E-03         2.856852E+06        -4.776622E+06        
1.590000E-10        2.425283E-03        -3.090032E-03         2.827616E+06        -4.796590E+06        
1.600000E-10        2.428081E-03        -3.094848E-03         2.798240E+06        -4.816351E+06        
1.610000E-10        2.430850E-03        -3.099684E-03         2.768726E+06        -4.835906E+06        
1.620000E-10        2.433589E-03        -3.104539E-03         2.739075E+06        -4.855252E+06        
1.630000E-10        2.436299E-03        -3.109414E-03         2.709290E+06        -4.874390E+06        
1.640000E-10        2.438978E-03        -3.114307E-03         2.679370E+06        -4.893319E+06        
1.650000E-10        2.441627E-03        -3.119219E-03         2.649318E+06        -4.912036E+06        
1.660000E-10        2.444246E-03        -3.124150E-03         2.619136E+06        -4.930542E+06        
1.670000E-10        2.446835E-03        -3.129099E-03         2.588824E+06        -4.948836E+06        
1.680000E-10        2.449394E-03        -3.134066E-03         2.558385E+06        -4.966916E+06        
1.690000E-10        2.451921E-03        -3.139050E-03         2.527819E+06        -4.984782E+06        
1.700000E-10        2.454419E-03        -3.144053E-03         2.497129E+06        -5.002433E+06        
1.710000E-10        2.456885E-03        -3.149073E-03         2.466315E+06        -5.019867E+06        
1.720000E-10        2.459320E-03        -3.154110E-03         2.435379E+06        -5.037085E+06        
1.730000E-10        2.461725E-03        -3.159164E-03         2.404324E+06        -5.054085E+06        
1.740000E-10        2.464098E-03        -3.164235E-03         2.373149E+06        -5.070866E+06        
1.750000E-10        2.466440E-03        -3.169322E-03         2.341858E+06        -5.087428E+06        
1.760000E-10        2.468750E-03        -3.174426E-03         2.310451E+06        -5.103770E+06        
1.770000E-10        2.471029E-03        -3.179546E-03         2.278930E+06        -5.119891E+06        
1.780000E-10        2.473276E-03        -3.184682E-03         2.247296E+06        -5.135790E+06        
1.790000E-10        2.475492E-03        -3.189833E-03         2.215552E+06        -5.151466E+06        
1.800000E-10        2.477675E-03        -3.195000E-03         2.183698E+06        -5.166919E+06        
1.810000E-10        2.479827E-03        -3.200182E-03         2.151736E+06        -5.182148E+06        
1.820000E-10        2.481947E-03        -3.205379E-03         2.119669E+06        -5.197151E+06        
1.830000E-10        2.484034E-03        -3.210591E-03         2.087496E+06        -5.211930E+06        
1.840000E-10        2.486090E-03        -3.215818E-03         2.055221E+06        -5.226481E+06        
1.850000E-10        2.488112E-03        -3.221058E-03         2.022844E+06        -5.240806E+06        
1.860000E-10        2.490103E-03        -3.226313E-03         1.990367E+06        -5.254903E+06        
1.870000E-10        2.492061E-03        -3.231582E-03         1.957793E+06        -5.268771E+06        
1.880000E-10        2.493986E-03        -3.236864E-03         1.925121E+06        -5.282410E+06        
1.890000E-10        2.495878E-03        -3.242160E-03         1.892355E+06        -5.295820E+06        
1.900000E-10        2.497738E-03        -3.247469E-03         1.859495E+06        -5.308998E+06        
1.910000E-10        2.499564E-03        -3.252791E-03         1.826543E+06        -5.321946E+06        
1.920000E-10        2.501358E-03        -3.258126E-03         1.793501E+06        -5.334662E+06        
1.930000E-10        2.503118E-03        -3.263473E-03         1.760371E+06        -5.347145E+06        
1.940000E-10        2.504845E-03        -3.268832E-03         1.727154E+06        -5.359395E+06        
1.950000E-10        2.506539E-03        -3.274204E-03         1.693851E+06        -5.371412E+06        
1.960000E-10        2.508199E-03        -3.279587E-03         1.660465E+06        -5.383195E+06        
1.970000E-10        2.509826E-03        -3.284982E-03         1.626997E+06        -5.394742E+06        
1.980000E-10        2.511420E-03        -3.290388E-03         1.593449E+06        -5.406054E+06        
1.990000E-10        2.512980E-03        -3.295805E-03         1.559822E+06        -5.417130E+06        
2.000000E-10        2.514506E-03        -3.301233E-03         1.526118E+06        -5.427970E+06        
2.010000E-10        2.515998E-03        -3.306672E-03         1.492339E+06        -5.438573E+06        
2.020000E-10        2.517457E-03        -3.312120E-03         1.458486E+06        -5.448938E+06        
2.030000E-10        2.518881E-03        -3.317580E-03         1.424561E+06        -5.459065E+06        
2.040000E-10        2.520272E-03        -3.323048E-03         1.390566E+06        -5.468953E+06        
2.050000E-10        2.521628E-03        -3.328527E-03         1.356502E+06        -5.478603E+06        
2.060000E-10        2.522951E-03        -3.334015E-03         1.322371E+06        -5.488012E+06        
2.070000E-10        2.524239E-03        -3.339512E-03         1.288175E+06        -5.497182E+06        
2.080000E-10        2.525493E-03        -3.345018E-03         1.253915E+06        -5.506112E+06        
2.090000E-10        2.526712E-03        -3.350533E-03         1.219594E+06        -5.514800E+06        
2.100000E-10        2.527898E-03        -3.356056E-03         1.185212E+06        -5.523247E+06        
2.110000E-10        2.529048E-03        -3.361588E-03         1.150772E+06        -5.531453E+06        
2.120000E-10        2.530165E-03        -3.367127E-03         1.116275E+06        -5.539416E+06        
2.130000E-10        2.531246E-03        -3.372674E-03         1.081723E+06        -5.547136E+06        
2.140000E-10        2.532293E-03        -3.378229E-03         1.047118E+06        -5.554614E+06        
2.150000E-10        2.533306E-03        -3.383791E-03         1.012460E+06        -5.561849E+06        
2.160000E-10        2.534284E-03        -3.389360E-03         9.777534E+05        -5.568840E+06        
2.170000E-10        2.535227E-03        -3.394935E-03         9.429981E+05        -5.575586E+06        
2.180000E-10        2.536135E-03        -3.400517E-03         9.081962E+05        -5.582089E+06        
2.190000E-10        2.537008E-03        -3.406106E-03         8.733495E+05        -5.588347E+06        
2.200000E-10        2.537847E-03        -3.411700E-03         8.384597E+05        -5.594360E+06        
2.210000E-10        2.538650E-03        -3.417300E-03         8.035285E+05        -5.600127E+06        
2.220000E-10        2.539419E-03        -3.422906E-03         7.685576E+05        -5.605649E+06        
2.230000E-10        2.540152E-03        -3.428517E-03         7.335488E+05        -5.610926E+06        
2.240000E-10        2.540851E-03        -3.434133E-03         6.985039E+05        -5.615956E+06        
2.250000E-10        2.541514E-03        -3.439754E-03         6.634244E+05        -5.620740E+06        
2.260000E-10        2.542143E-03        -3.445379E-03         6.283122E+05        -5.625277E+06        
2.270000E-10        2.542736E-03        -3.451008E-03         5.931690E+05        -5.629568E+06        
2.280000E-10        2.543294E-03        -3.456642E-03         5.579965E+05        -5.633611E+06        
2.290000E-10        2.543817E-03        -3.462279E-03         5.227965E+05        -5.637407E+06        
2.300000E-10        2.544304E-03        -3.467920E-03         4.875707E+05        -5.640956E+06        
2.310000E-10        2.544756E-03        -3.473565E-03         4.523208E+05        -5.644258E+06        
2.320000E-10        2.545173E-03        -3.479212E-03         4.170486E+05        -5.647312E+06        
2.330000E-10        2.545555E-03        -3.484862E-03         3.817558E+05        -5.650117E+06        
2.340000E-10        2.545902E-03        -3.490515E-03         3.464442E+05        -5.652675E+06        
2.350000E-10        2.546213E-03        -3.496170E-03         3.111155E+05        -5.654985E+06        
2.360000E-10        2.546489E-03        -3.501827E-03         2.757714E+05        -5.657046E+06        
2.370000E-10        2.546729E-03        -3.507486E-03         2.404137E+05        -5.658860E+06        
2.380000E-10        2.546934E-03        -3.513146E-03         2.050442E+05        -5.660424E+06        
2.390000E-10        2.547104E-03        -3.518808E-03         1.696645E+05        -5.661740E+06        
2.400000E-10        2.547238E-03        -3.524471E-03         1.342765E+05        -5.662808E+06        
2.410000E-10        2.547337E-03        -3.530134E-03         9.888182E+04        -5.663627E+06        
2.420000E-10        2.547400E-03        -3.535798E-03         6.348227E+04        -5.664197E+06        
2.430000E-10        2.547428E-03        -3.541463E-03         2.807959E+04        -5.664519E+06        
2.440000E-10        2.547421E-03        -3.547128E-03         -7.324472E+03        -5.664592E+06        
2.450000E-10        2.547378E-03        -3.552792E-03         -4.272817E+04        -5.664416E+06        
2.460000E-10        2.547300E-03        -3.558456E-03         -7.812977E+04        -5.663991E+06        
2.470000E-10        2.547187E-03        -3.564119E-03         -1.135275E+05        -5.663318E+06        
2.480000E-10        2.547038E-03        -3.569782E-03         -1.489196E+05        -5.662396E+06        
2.490000E-10        2.546853E-03        -3.575443E-03         -1.843044E+05        -5.661225E+06        
2.500000E-10        2.546634E-03        -3.581103E-03         -2.196801E+05        -5.659806E+06        
2.510000E-10        2.546379E-03        -3.586761E-03         -2.550449E+05        -5.658139E+06        
2.520000E-10        2.546088E-03        -3.592417E-03         -2.903972E+05        -5.656223E+06        
2.530000E-10        2.545763E-03        -3.598071E-03         -3.257351E+05        -5.654058E+06        
2.540000E-10        2.545402E-03        -3.603723E-03         -3.610570E+05        -5.651646E+06        
2.550000E-10        2.545005E-03        -3.609372E-03         -3.963610E+05        -5.648985E+06        
2.560000E-10        2.544574E-03        -3.615018E-03         -4.316455E+05        -5.646077E+06        
2.570000E-10        2.544107E-03        -3.620661E-03         -4.669086E+05        -5.642920E+06        
2.580000E-10        2.543604E-03        -3.626300E-03         -5.021487E+05        -5.639516E+06        
2.590000E-10        2.543067E-03        -3.631936E-03         -5.373641E+05        -5.635865E+06        
2.600000E-10        2.542495E-03        -3.637568E-03         -5.725529E+05        -5.631966E+06        
2.610000E-10        2.541887E-03        -3.643196E-03         -6.077134E+05        -5.627820E+06        
2.620000E-10        2.541244E-03        -3.648819E-03         -6.428440E+05        -5.623427E+06        
2.630000E-10        2.540566E-03        -3.654438E-03         -6.779428E+05        -5.618788E+06        
2.640000E-10        2.539853E-03        -3.660052E-03         -7.130082E+05        -5.613902E+06        
2.650000E-10        2.539105E-03        -3.665661E-03         -7.480384E+05        -5.608770E+06        
2.660000E-10        2.538322E-03        -3.671264E-03         -7.830316E+05        -5.603392E+06        
2.670000E-10        2.537504E-03        -3.676862E-03         -8.179862E+05        -5.597768E+06        
2.680000E-10        2.536651E-03        -3.682454E-03         -8.529005E+05        -5.591899E+06        
2.690000E-10        2.535763E-03        -3.688040E-03         -8.877726E+05        -5.585784E+06        
2.700000E-10        2.534841E-03        -3.693619E-03         -9.226010E+05        -5.579425E+06        
2.710000E-10        2.533883E-03        -3.699192E-03         -9.573838E+05        -5.572821E+06        
2.720000E-10        2.532891E-03        -3.704758E-03         -9.921193E+05        -5.565973E+06        
2.730000E-10        2.531864E-03        -3.710317E-03         -1.026806E+06        -5.558882E+06        
2.740000E-10        2.530803E-03        -3.715868E-03         -1.061442E+06        -5.551546E+06        
2.750000E-10        2.529707E-03        -3.721412E-03         -1.096025E+06        -5.543968E+06        
2.760000E-10        2.528576E-03        -3.726948E-03         -1.130555E+06        -5.536147E+06        
2.770000E-10        2.527411E-03        -3.732476E-03         -1.165028E+06        -5.528083E+06        
2.780000E-10        2.526212E-03        -3.737996E-03         -1.199445E+06        -5.519778E+06        
2.790000E-10        2.524978E-03        -3.743507E-03         -1.233801E+06        -5.511230E+06        
2.800000E-10        2.523710E-03        -3.749010E-03         -1.268098E+06        -5.502442E+06        
2.810000E-10        2.522408E-03        -3.754503E-03         -1.302331E+06        -5.493413E+06        
2.820000E-10        2.521071E-03        -3.759987E-03         -1.336500E+06        -5.484144E+06        
2.830000E-10        2.519701E-03        -3.765462E-03         -1.370603E+06        -5.474635E+06        
2.840000E-10        2.518296E-03        -3.770927E-03         -1.404639E+06        -5.464886E+06        
2.850000E-10        2.516857E-03        -3.776382E-03         -1.438605E+06        -5.454899E+06        
2.860000E-10        2.515385E-03        -3.781827E-03         -1.472500E+06        -5.444673E+06        
2.870000E-10        2.513879E-03        -3.787261E-03         -1.506323E+06        -5.434210E+06        
2.880000E-10        2.512338E-03        -3.792684E-03         -1.540071E+06        -5.423509E+06        
2.890000E-10        2.510765E-03        -3.798097E-03         -1.573743E+06        -5.412571E+06        
2.900000E-10        2.509157E-03        -3.803498E-03         -1.607338E+06        -5.401397E+06        
2.910000E-10        2.507517E-03        -3.808888E-03         -1.640853E+06        -5.389987E+06        
2.920000E-10        2.505842E-03        -3.814267E-03         -1.674288E+06        -5.378343E+06        
2.930000E-10        2.504135E-03        -3.819633E-03         -1.707639E+06        -5.366463E+06        
2.940000E-10        2.502394E-03        -3.824987E-03         -1.740906E+06        -5.354350E+06        
2.950000E-10        2.500620E-03        -3.830329E-03         -1.774088E+06        -5.342003E+06        
2.960000E-10        2.498812E-03        -3.835659E-03         -1.807182E+06        -5.329423E+06        
2.970000E-10        2.496972E-03        -3.840975E-03         -1.840186E+06        -5.316611E+06        
2.980000E-10        2.495099E-03        -3.846279E-03         -1.873100E+06        -5.303568E+06        
2.990000E-10        2.493193E-03        -3.851569E-03         -1.905922E+06        -5.290293E+06        
3.000000E-10        2.491255E-03        -3.856846E-03         -1.938649E+06        -5.276789E+06        
3.010000E-10        2.489283E-03        -3.862109E-03         -1.971281E+06        -5.263055E+06        
3.020000E-10        2.487279E-03        -3.867358E-03         -2.003815E+06        -5.249092E+06        
3.030000E-10        2.485243E-03        -3.872593E-03         -2.036250E+06        -5.234900E+06        
3.040000E-10        2.483175E-03        -3.877814E-03         -2.068585E+06        -5.220481E+06        
3.050000E-10        2.481074E-03        -3.883019E-03         -2.100818E+06        -5.205836E+06        
3.060000E-10        2.478941E-03        -3.888210E-03         -2.132947E+06        -5.190964E+06        
3.070000E-10        2.476776E-03        -3.893386E-03         -2.164971E+06        -5.175867E+06        
3.080000E-10        2.474579E-03        -3.898547E-03         -2.196888E+06        -5.160546E+06        
3.090000E-10        2.472350E-03        -3.903692E-03         -2.228697E+06        -5.145000E+06        
3.100000E-10        2.470090E-03        -3.908821E-03         -2.260396E+06        -5.129232E+06        
3.110000E-10        2.467798E-03        -3.913934E-03         -2.291983E+06        -5.113241E+06        
3.120000E-10        2.465474E-03        -3.919031E-03         -2.323457E+06        -5.097028E+06        
3.130000E-10        2.463120E-03        -3.924112E-03         -2.354816E+06        -5.080595E+06        
3.140000E-10        2.460734E-03        -3.929176E-03         -2.386059E+06        -5.063942E+06        
3.150000E-10        2.458316E-03        -3.934223E-03         -2.417185E+06        -5.047070E+06        
3.160000E-10        2.455868E-03        -3.939253E-03         -2.448191E+06        -5.029980E+06        
3.170000E-10        2.453389E-03        -3.944266E-03         -2.479076E+06        -5.012672E+06        
3.180000E-10        2.450879E-03        -3.949261E-03         -2.509839E+06        -4.995148E+06        
3.190000E-10        2.448339E-03        -3.954238E-03         -2.540478E+06        -4.977408E+06        
3.200000E-10        2.445768E-03        -3.959198E-03         -2.570991E+06        -4.959454E+06        
3.210000E-10        2.443166E-03        -3.964139E-03         -2.601378E+06        -4.941285E+06        
3.220000E-10        2.440535E-03        -3.969062E-03         -2.631636E+06        -4.922904E+06        
3.230000E-10        2.437873E-03        -3.973966E-03         -2.661765E+06        -4.904310E+06        
